-1.25,-6.5574,0.5011,-15.75,6.5574,0.48449,5,4.9181,0.99219,0,0,0,0,0,0
237.75,734.44,0.49451,-15.5,3.2787,0.4823,-14.5,-21.312,0.98584,0,0,0,0,0,0
381.75,1942.6,0.51893,-15.5,-3.2787,0.48669,-20.5,68.852,0.99267,0,0,0,0,0,0
386,-254.1,0.51136,-14.5,4.918,0.48523,9,3.2787,0.99365,0,0,0,0,0,0
384.25,131.15,0.50256,-15.25,-1.6393,0.48523,21.75,11.475,0.99219,0,0,0,0,0,0
392,18.033,0.50134,-15,4.918,0.4823,-15.5,-6.5574,0.99292,0,0,0,0,0,0
392.5,-54.098,0.49695,-16.75,-4.918,0.4862,-28.75,-21.311,0.99487,0,0,0,0,0,0
390.25,0,0.49548,-16.25,-3.2787,0.48669,17.25,8.1966,0.99023,0,0,0,0,0,0
393,26.23,0.49573,-15,-16.393,0.48645,25.25,1.6394,0.99414,0,0,0,0,0,0
391.5,-3.2787,0.49866,-16.25,9.8362,0.48718,-19.75,14.754,0.99243,0,0,0,0,0,0
389.75,-1.6393,0.49475,-18.25,11.475,0.48523,-31.75,-27.869,0.98974,0,0,0,0,0,0
390.75,-16.393,0.49744,-14.75,-1.6393,0.48278,14,34.426,0.98999,0,0,0,0,0,0
116.5,-1537.7,0.50427,-14,18.033,0.48449,26.75,-8.1966,0.98852,0,0,0,0,0,0
26.25,-1208.2,0.48327,-13.5,-3.2786,0.4862,-13,0,0.99243,0,0,0,0,0,0
12.75,65.575,0.49304,-17.25,1.6394,0.48474,-38.5,-16.394,0.99731,0,0,0,0,0,0
-0.25,88.523,0.49988,-16.25,0,0.47888,3.25,19.672,0.99194,0,0,0,0,0,0
0.75,21.311,0.50427,-15.25,3.2787,0.48523,37.25,16.393,0.99658,0,0,0,0,0,0
-0.5,-9.8361,0.5011,-12.75,3.2787,0.48547,10,19.672,0.99365,0,0,0,0,0,0
-8.25,-8.1968,0.51111,-8.5,26.23,0.48498,-3.25,-40.983,0.99316,0,0,0,0,0,0
-2.25,-22.951,0.50232,-13.25,-21.311,0.48523,-5.5,-90.165,0.99267,0,0,0,0,0,0
-4,19.672,0.50403,-14.5,-18.033,0.48523,-6.25,-9.8361,0.99267,0,0,0,0,0,0
235.25,1301.7,0.49988,-15.25,-3.2787,0.48767,-6,0,0.99145,0,0,0,0,0,0
384.5,1693.4,0.50867,-17.25,4.918,0.48571,-3.75,-13.115,0.99341,0,0,0,0,0,0
387.75,-313.11,0.50427,-16.25,1.6393,0.47985,-4,31.147,0.99292,0,0,0,0,0,0
390.25,-144.26,0.50672,-16.75,4.918,0.48767,-3,-8.1968,0.99096,0,0,0,0,0,0
396,70.492,0.5033,-15,11.475,0.48694,-4.5,-4.918,0.99023,0,0,0,0,0,0
394.75,-26.23,0.49963,-16.75,-4.918,0.48596,-4.5,8.1968,0.99341,0,0,0,0,0,0
391.25,-1.6394,0.49719,-16.75,-8.1967,0.48596,-2.75,-13.115,0.99267,0,0,0,0,0,0
393.25,3.2786,0.49939,-16.75,1.6393,0.48547,-3.25,3.2787,0.99292,0,0,0,0,0,0
393,-6.5574,0.4989,-15.75,0,0.48425,-5,11.475,0.99194,0,0,0,0,0,0
392,0,0.4989,-16.75,1.6393,0.48034,-3.75,3.2787,0.99072,0,0,0,0,0,0
393,1.6393,0.49744,-17,1.6393,0.48596,-2.5,-14.754,0.99145,0,0,0,0,0,0
124.25,-216.39,0.50672,-15.75,-1.6393,0.48449,-5.25,24.59,0.99243,0,0,0,0,0,0
28.75,-255.74,0.49084,-17.25,-8.1967,0.48181,-3,-8.1967,0.99219,0,0,0,0,0,0
9.25,-236.06,0.4884,-16.25,1.6393,0.48352,-5.5,9.8361,0.99243,0,0,0,0,0,0
1.25,29.508,0.50134,-14.75,-1.6393,0.4862,-5.75,1.6393,0.99243,0,0,0,0,0,0
