-1,59.016,0.50574,-16.25,-1.6393,0.48474,-3.5,-4.9181,0.99292,0,0,0,0,0,0
-0.5,3.2787,0.50574,-16.75,9.8361,0.48474,-5,0,0.99341,0,0,0,0,0,0
-1.5,11.476,0.50427,-15.75,11.475,0.50012,-5.25,6.5574,0.99512,0,0,0,0,0,0
0.5,-1.6393,0.50623,-16.25,8.1968,0.4862,-3,-3.2786,0.9939,0,0,0,0,0,0
-0.25,-3.2786,0.50647,-16.25,-14.754,0.48938,-4.5,1.6393,0.99145,0,0,0,0,0,0
240,193.44,0.49841,-16.25,3.2787,0.48571,-5,13.115,0.99341,0,0,0,0,0,0
381.25,578.7,0.51209,-17.75,-3.2787,0.47937,-4.25,-14.754,0.99341,0,0,0,0,0,0
388,232.79,0.50354,-16,3.2787,0.48547,-4,9.8361,0.99292,0,0,0,0,0,0
387.5,-77.047,0.50476,-16.25,-9.8361,0.48498,-3.75,-4.918,0.99365,0,0,0,0,0,0
393.5,-150.82,0.50427,-16,13.115,0.48694,-5.25,-8.1967,0.99145,0,0,0,0,0,0
392,-4.9181,0.49841,-16.25,-3.2787,0.48571,-5.75,13.115,0.99072,0,0,0,0,0,0
392.5,13.115,0.49744,-17.75,9.8361,0.48571,-3.5,4.9181,0.99292,0,0,0,0,0,0
393,-16.393,0.49597,-16.5,3.2787,0.4862,-5,0,0.99341,0,0,0,0,0,0
391,1.6393,0.49792,-18,-9.8361,0.49206,-4.5,6.5572,0.99463,0,0,0,0,0,0
392.75,0,0.4967,-18,-1.6393,0.48571,-4,-8.1969,0.99341,0,0,0,0,0,0
392.5,-1.6394,0.49866,-16.25,-8.1966,0.48962,-3.25,4.918,0.99341,0,0,0,0,0,0
117.25,-806.56,0.50647,-16.25,13.115,0.48571,-2.5,1.6393,0.99096,0,0,0,0,0,0
31.75,-2050.8,0.47985,-15.25,-1.6393,0.48523,-4,-8.1967,0.98877,0,0,0,0,0,0
17.5,396.73,0.50256,-16.75,-1.6393,0.48694,-4.75,4.918,0.99194,0,0,0,0,0,0
5.25,-162.3,0.49597,-15.5,9.8361,0.48327,-3.75,-1.6393,0.99145,0,0,0,0,0,0
3.75,26.23,0.50549,-16.25,-13.115,0.48694,-3.75,6.5575,0.99023,0,0,0,0,0,0
2,8.1967,0.50354,-15.5,0,0.48596,-4.25,8.1965,0.99316,0,0,0,0,0,0
4,-8.1968,0.50574,-17.25,8.1967,0.48571,-4.25,-8.1968,0.99243,0,0,0,0,0,0
4.25,9.8359,0.50379,-15.75,8.1967,0.48449,-4.75,4.9181,0.99194,0,0,0,0,0,0
3,3.2787,0.50501,-16,4.918,0.48547,-4.75,-13.115,0.99341,0,0,0,0,0,0
243.5,683.6,0.49768,-16.75,0,0.4989,-5,14.754,0.99194,0,0,0,0,0,0
376.5,2003.3,0.5116,-17,-9.8361,0.48694,-3.5,-13.115,0.99145,0,0,0,0,0,0
386.5,-281.97,0.51209,-15.5,-4.918,0.48596,-3,-1.6393,0.99341,0,0,0,0,0,0
389,121.31,0.51111,-16.75,0,0.48034,-3.5,-1.6393,0.99634,0,0,0,0,0,0
393.25,4.918,0.4967,-17,6.5574,0.48474,-2.75,-11.475,0.99438,0,0,0,0,0,0
390,-24.59,0.4989,-17.75,-4.918,0.48474,-5.75,6.5574,0.99658,0,0,0,0,0,0
391.5,1.6393,0.49768,-17,0,0.48523,-4.75,-8.1967,0.99096,0,0,0,0,0,0
391,-16.393,0.50208,-16.5,1.6393,0.48669,-6,14.754,0.98999,0,0,0,0,0,0
393,13.115,0.49744,-18,0,0.48571,-4.5,4.9181,0.99365,0,0,0,0,0,0
392.5,-6.5574,0.49597,-17,6.5574,0.48523,-4.5,3.2787,0.99096,0,0,0,0,0,0
391.75,-16.393,0.49866,-17.75,1.6393,0.48059,-4.5,3.2786,0.99341,0,0,0,0,0,0
125,-1518,0.5072,-14.75,13.115,0.48523,-4,0,0.99438,0,0,0,0,0,0
27,-1286.9,0.48913,-15.25,-3.2787,0.48767,-1.5,4.918,0.99267,0,0,0,0,0,0
16,67.215,0.48962,-16.5,0,0.48571,-2.75,-13.115,0.9956,0,0,0,0,0,0
-1.5,186.89,0.5011,-15.5,-8.1967,0.48645,-4.5,8.1968,0.99267,0,0,0,0,0,0
-1,-9.8362,0.50867,-16,8.1967,0.48498,-3.75,-1.6393,0.99267,0,0,0,0,0,0
1,9.8361,0.50794,-17.25,-19.672,0.48596,-4,9.8361,0.99096,0,0,0,0,0,0
2.25,1.6393,0.5072,-15,6.5575,0.48889,-4,-3.2787,0.9956,0,0,0,0,0,0
-1,6.5574,0.50672,-13.75,-3.2787,0.48571,-3.75,-4.918,0.99414,0,0,0,0,0,0
2,3.2787,0.50769,-17.25,4.918,0.48962,-3.75,9.8361,0.99219,0,0,0,0,0,0
242.25,1347.5,0.49744,-16.5,-4.918,0.48523,-2.25,-3.2787,0.99243,0,0,0,0,0,0
374.75,1539.3,0.51062,-18.25,3.2787,0.48498,-3.5,-14.754,0.99194,0,0,0,0,0,0
384.5,-175.41,0.52967,-17.25,-3.2786,0.48816,-4,-3.2787,0.99096,0,0,0,0,0,0
386.75,-149.18,0.50208,-16.75,-3.2788,0.48107,-4.25,16.393,0.99365,0,0,0,0,0,0
396.25,49.18,0.4989,-16.25,1.6393,0.48596,-4.5,-16.393,0.99096,0,0,0,0,0,0
393.5,4.918,0.4928,-17,-1.6393,0.48596,-4.5,-4.918,0.99365,0,0,0,0,0,0
392.5,-6.5574,0.49597,-17.25,1.6394,0.48449,-4.75,6.5574,0.98926,0,0,0,0,0,0
390,-11.475,0.49402,-16,6.5574,0.48498,-4.75,-1.6393,0.99267,0,0,0,0,0,0
394.75,19.672,0.49499,-14,-8.1967,0.48425,-3,-1.6393,0.99243,0,0,0,0,0,0
391.25,-13.115,0.49548,-18.25,-9.8361,0.48767,-5,4.918,0.99512,0,0,0,0,0,0
391.75,-1.6393,0.49719,-16.75,19.672,0.48181,-4,-11.475,0.99096,0,0,0,0,0,0
125.5,-249.18,0.50501,-16.5,-1.6393,0.48645,-3,18.032,0.99341,0,0,0,0,0,0
27.25,-160.66,0.49158,-16.5,-8.1967,0.48498,-3,-9.8361,0.99414,0,0,0,0,0,0
16.75,-254.1,0.49084,-17,9.8361,0.48596,-2.5,26.23,0.9917,0,0,0,0,0,0
5,-18.033,0.49792,-15,1.6393,0.48498,-5,-13.115,0.99365,0,0,0,0,0,0
7.5,96.719,0.50598,-16,-1.6393,0.48645,-4,4.918,0.99023,0,0,0,0,0,0
3.25,13.115,0.50525,-15.75,-4.918,0.48498,-4.25,-4.918,0.99219,0,0,0,0,0,0
4.25,0,0.50452,-16,0,0.48498,-3.25,9.8361,0.99243,0,0,0,0,0,0
3,-8.1967,0.50427,-15,-4.918,0.48498,-3.5,4.918,0.99341,0,0,0,0,0,0
